"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"K-AAG",3.51515841805279,0.753127880184338,4.92480028952452,0.528968659967851,3.19135139216062,1.61364992175607,5.60897025839275,0.0323948765469664,0.171966609077765,61.4489577179364
"L-CTA",27.6303069036474,0.45821149969062,0.00424276012938486,7.41918262308906,2.75885936843189,0.0478707362250491,0.0078595244508254,0.72595478092911,0.991216510271865,1.51980546911719
"L-CTC",18.7898430622049,35.7039208603587,1.13119425609984,3.39620716326311,0.190398884617162,0.0455834160120946,2.01542123740439,2.15996338080607,14.0432077465952,36.7536904253133
"L-CTG",538.893966717777,15.6468081770232,13.2408597844121,3.67301523683496,29.6620267709707,44.3406866321534,35.6476922099028,33.1204836998696,12.3791380456031,19.0340553907379
"L-CTT",204.865239906631,18.0053944999983,1.21916672232336,1.22629834448885,4.87343701077913,17.1439377656484,14.5471653628794,22.8433834452129,4.78278603677514,0.586052227279785
"L-TTA",262.248580140212,0.0969938804894916,6.89864470201994,13.8373049948142,16.7207586165369,17.0915265224427,28.374466868706,5.09225079303682,2.2171944502152,28.1726627280724
"L-TTG",0.182911931525741,6.56156239784077,5.67801008636904,0.461374646651062,0.717495114707522,0.438278861012416,0.068096070748764,0.00385394064526301,0.174285275111676,41.363774002168
"N-AAC",109.715114002074,1.20972505384429,1.57841508532891,0.0841659543850423,14.0530908602126,0.17926407777481,0.739650851784744,25.165976303999,2.33497974386687,5.03266616890974
"N-AAT",109.715114002074,1.20972505384429,1.57841508532891,0.0841659543850423,14.0530908602126,0.17926407777481,0.739650851784731,25.1659763039989,2.3349797438669,5.03266616890974
"P-CCA",3.93879267864461,4.76030187684337,1.7430380021385,0.00543091569452926,1.00209003506111,0.0407634515304012,0.294653867558004,1.1010492975475,0.5552246495566,4.79072897569562
"P-CCC",214.059217840717,38.9482390225044,3.32007046624672,2.96560367035827,2.27358672896557,13.1652923544875,18.1518734354616,20.9300114163355,23.625235640812,11.5566904466501
"P-CCG",372.732923240807,45.6142108592015,1.67837223024468,0.64659957829967,8.51183368589132,21.443476901702,43.5588305997748,41.3156178592561,36.352586995134,0.00574444703206692
"P-CCT",87.9391243939807,28.2970548907503,2.00505086958191,0.0993998463118252,1.9709945858202,8.42120480469436,24.2599906701913,27.9526892345113,11.3841488847771,0.698390962162866
"Q-CAA",144.851032142424,0.895657016395867,0.112730061192831,3.03089145418791,4.31783483946785,14.883990513425,13.6650390290535,4.26687496455599,4.019820536903,7.12529047660624
"Q-CAG",144.851032142424,0.895657016395867,0.112730061192831,3.03089145418794,4.31783483946785,14.883990513425,13.6650390290536,4.26687496455596,4.019820536903,7.12529047660628
"R-AGA",173.725504451564,11.2826021589575,10.5731969182394,19.0080002099813,6.94090917270603,12.4952685664776,9.63747442580721,11.5396657798583,1.05970697942632,108.372550260455
"R-AGG",13.2325948602916,2.39728292068233,6.02662738543563,0.645571090047394,12.2383427584284,6.91903160785356,0.374031510643927,3.47019473500577,0.00234491298087254,75.6411518382672
"R-CGA",46.6574511041349,1.18887607076079e-05,3.19941249939866,2.998159034298,0.41857605694008,19.1201825978982,1.30758334462524,0.0992649478087493,0.00438821645668624,7.44999601162512
"R-CGC",8.14220890686932,3.90800541543219,11.3648912036223,8.17751682355659,1.60764215574451,1.14119779708248,3.59429928766279,2.86170858038295,3.40017029143507,32.6728381964471
"R-CGG",2.37744012407294,0.145326468634335,2.80393889942523,0.916479154170395,4.90205918894386,0.183239374727545,0.889298981077585,13.9767906482581,0.287487960725766,9.71135396518375
"R-CGT",33.6117226399977,0.698760004775793,0.115032224010712,0.0610413234128843,6.29370055161257,10.9219326835826,0.143427976339727,2.13307750693098,3.91683472737937,12.4188895244143
"S-AGC",26.8311614040637,0.145494780574133,1.17236322859567,0.0743531751038,2.0839225798232,2.18413407311465,1.56339501374329,5.58879073472354,2.42624903890794,1.2718810659837
"S-AGT",25.767639688951,0.138235104515506,11.2127511459671,1.80486396710994,3.59423083047724,0.334119322832987,1.83296951991668,0.562666561633625,2.05242590881859,3.77457513241925
"S-TCA",31.0803030931711,1.83915705340818,3.54732384734828,8.8160760132829,0.590299587250377,1.53481417178616,1.16802719139311,3.69422622930988,0.148010507041458,34.6441683531166
"S-TCC",0.000383423868262907,14.8964071273974,13.8415330255268,8.48978763568004,0.193846555126545,1.00192885191254,0.0441477441456214,7.02022783471384,8.89467338373054,32.1963275630198
"S-TCG",28.2365389439166,3.08423903658125,0.990232988346095,0.654015102944981,0.5944059057275,3.01245106119483,0.850012221988045,6.00439866966135,1.90903601069046,1.96263568630623
"S-TCT",3.14010566705786,3.48257525511266,4.54781563002349,0.0835699922194893,0.0216956957171466,0.497166088390875,0.000146339627790237,0.091878376957606,2.04005482102547,2.04595370957362
"T-ACA",192.510014694106,7.11813932196855,0.723323433780869,16.6929930409302,16.0947530174328,8.03644802900666,4.08936388957033,3.59532627582061,0.0110685757981559,24.3071270165674
"T-ACC",51.1439196995228,7.69744136320262,5.91091587545792,1.02227513112092,33.3678399312733,11.0772239203952,1.33631838905108,0.146615919137793,2.59208636483508,57.1759514448228
"T-ACG",26.9482740057084,0.941691026722012,0.642067564965397,0.0543085577959972,1.34043374704902,2.26799110505843,0.903628121889227,1.49808440899719,10.4111549784846,20.6399489150918
"T-ACT",12.8275116235666,0.0445199361254741,2.36146696532743,5.16741515683964,3.65874109741858,0.0574006740151451,0.860214543891211,0.120006160251163,2.3250744447482,0.622340654213085
"V-GTA",27.0809655149746,0.405166443785752,5.46820579243802,1.01646097358055,1.12804909834254,0.845645947227291,0.291527216125098,0.347791842213192,0.586688632240729,7.96416450676974
"V-GTC",51.0504686400463,24.8581428380821,3.49116484043349,0.205015596492103,0.0843906902339189,2.01833554202787,7.59536100970803,7.45582511151175,3.25794510332232,8.49129554089805
"V-GTG",325.30379019297,32.0083728637143,1.00965320176532,5.85983452706055,0.19366368458444,23.7781171561147,9.91122540200305,18.319393323036,6.23013838944663,3.20689186230091
"V-GTT",51.9690226377267,6.67321851351426,1.60568188099902,4.44732526869556,0.293376452972251,7.15634244435792,0.364642185479728,2.44087809819343,1.78650454211022,2.79594427414369
"Y-TAC",0.0270408478666416,9.92224541097203,0.384307234980565,0.64066865896424,0.979483345370566,1.17106512641408,2.82540105775911,1.55020077047072,1.22264197356856,1.20229245552279
"Y-TAT",0.0270408478666416,9.92224541097203,0.384307234980565,0.64066865896424,0.979483345370566,1.17106512641408,2.82540105775911,1.55020077047072,1.22264197356856,1.20229245552279
