"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"G-GGT",-0.0656313928372425,-0.0392829035240481,-0.0180286863589011,-0.00924583356929562,0.0211199716935837,0.0174458505847646,0.0341440399824934,0.0651207787288296,0.0168037477053132,-0.0383532893349246
"H-CAC",-0.056803603315882,0.029287080575705,0.0244295016049429,0.00893694114590854,-0.000410415520143699,0.0606443568874119,0.0162264745275098,-0.0641420670541181,-0.00441709689110923,-0.0234565120271722
"H-CAT",0.0412885197357431,-0.0224860677842642,-0.018830976473049,-0.0070168953731867,0.000302819626567667,-0.0478851239685815,-0.0124439430278223,0.0476640606888143,0.00338213505196559,0.0174887944099902
"I-ATA",0.513609056056479,-0.0760955250117111,0.0209520105078317,-0.251163617513787,-0.168171020820784,-0.201480113096729,-0.333454932190693,-0.107250504651821,-0.165429620424185,0.405451450449646
"I-ATC",-0.123168740669661,0.00962474848663448,0.0232721594441235,0.0390925560178209,0.048015450123512,0.0412071612408597,0.0234658480550147,0.0398207549087052,-0.00718130702863848,-0.0985757092197841
"I-ATT",0.0147542978460351,0.00183696351335516,-0.0225737508677975,-0.00500562128152016,-0.0207272717735063,-0.010606688664999,0.017999983982739,-0.0208196811718039,0.0260912682508786,0.0164395749382171
"K-AAA",-0.0179512642677442,0.00869658195388379,0.023459038758583,0.00778599652352042,0.0175325240754004,0.0120639807591062,0.0258023231631359,0.00196338521585769,0.00447008544018351,-0.0652678149509273
"K-AAG",0.0567740855786532,-0.0293931013393239,-0.0813000030890904,-0.0261638384180339,-0.059919966982877,-0.0407399219798598,-0.0876636332144949,-0.00642649433862376,-0.0143118189458771,0.19367908087587
"L-CTA",0.304312301235869,-0.0440814002096273,0.00418554702906532,-0.175198570296255,-0.106444042893092,-0.0144348236875542,-0.00554182009421931,-0.0544104766111861,-0.0618211272970213,0.080896282642204
"L-CTC",0.146165343868659,0.186686699884158,0.0378658701884845,0.0624918420239616,-0.0164434730958017,-0.00784034782906271,-0.0495379103465044,-0.0518160509096834,-0.148804924188488,-0.222993724547601
"L-CTG",-0.295631282311094,-0.0464566813173457,0.0389874819186159,0.0233984379699815,0.0630010445448922,0.0729448104216001,0.0751260961244921,0.0652053739011331,0.0407291278588311,-0.0495399677433481
"L-CTT",0.393764231727697,0.139793154970314,-0.0369048845345363,0.0375174742537608,-0.0754859949003077,-0.15831464192864,-0.141074504487819,-0.180418309405625,-0.0847595575206428,-0.0268214899105036
"L-TTA",0.413854298276558,-0.00936888994553546,-0.0841391901808477,-0.113508732370189,-0.136586227097781,-0.150006688872009,-0.172736406227717,-0.0741305207953631,0.047419453195868,0.145046543715586
"L-TTG",-0.0130388330916883,-0.0816934034575422,-0.0801902296217533,-0.0215844289093872,-0.0263287518583913,-0.022397462411019,0.00779515232417096,-0.00192054322385598,-0.0141187214529673,0.194781983550622
"N-AAC",-0.176325683538746,-0.0207798040912085,0.0217359574494442,0.00488071172429544,0.0658175905998795,0.00733968846777832,0.0147335139199822,0.0831127804315362,0.0269374602285045,-0.0438563065981515
"N-AAT",0.1870953056913,0.025928394394566,-0.0278172487633825,-0.00620861797178494,-0.0885415952375088,-0.00918499263085592,-0.019144681155999,-0.108881937458751,-0.0347645065393184,0.0524897633525821
"P-CCA",0.0831861853724056,-0.0791656989197715,-0.0499780943524024,0.00256707370379829,-0.0378696776263661,0.0071318711695796,-0.021309979045659,0.0398627649208162,-0.0290888457982805,0.084178766587462
"P-CCC",0.591395464909493,0.29501002850576,0.0912726006703386,-0.077377941646097,-0.0706560984248668,-0.17379986185027,-0.204423982991147,-0.260966194931304,-0.266462072261551,-0.176603343438875
"P-CCG",-0.373448479552402,-0.11759979833497,-0.020811230668209,0.0123575100442923,0.0462362594563259,0.0673724682529693,0.104697378666693,0.0990017271557261,0.0956640537825642,-0.00117950816770485
"P-CCT",0.359499069585914,0.213247406303181,0.0570253782349532,0.0138454711127931,-0.0621718673091091,-0.124109562727259,-0.218475736142583,-0.244458179518204,-0.132986940371357,0.0333639367114421
"Q-CAA",0.287536201557106,-0.0233576659302171,-0.00897284803771439,-0.0419087528906791,-0.0541030640819662,-0.0941681551435189,-0.0937267013631926,-0.0509253010353824,-0.0518617621194196,0.0660107097491707
"Q-CAG",-0.1778135761633,0.012036890003744,0.00471456578447938,0.0215725099212749,0.0278486283087276,0.0467176260553073,0.0473300582587734,0.0257277758065387,0.0265917605996708,-0.036335865728598
"R-AGA",0.800295023762869,-0.298754453574139,-0.292192773901891,-0.41408631860109,-0.238047722361765,-0.335958323608746,-0.273029309171285,-0.364253255898787,-0.0815141067551079,0.601262725229161
"R-AGG",0.384995758364968,-0.17995026027289,-0.347110998767579,-0.0931094043914815,-0.500209156553975,-0.365834027041477,-0.0738202332916715,-0.233128424055082,-0.00597844798219654,0.722051382249191
"R-CGA",0.388704278802536,0.000228181493313299,-0.12124970271813,-0.120323165523282,-0.0452212822734535,-0.301920762871554,-0.0750729796600478,-0.0215893408111037,-0.00402752294479144,0.153785298787059
"R-CGC",-0.0554515987690946,0.0420554648209877,0.0673538074429536,0.0569267470968643,0.0257251342920262,0.0208923252405528,0.0380438219634857,-0.0373455113331731,-0.037806508879736,-0.11359557679577
"R-CGG",-0.080849005942257,0.0186409977128136,-0.0922027873251298,-0.0492673809498464,-0.120126768324161,-0.0227264211197457,-0.0472070162724409,0.182829960387892,0.0261656775533506,0.131485303479227
"R-CGT",-0.116034120426524,-0.0177443502133098,0.00690194138084655,0.00494174224563648,0.0484276410600534,0.0658335924564089,0.00784084625976975,0.0299764517065695,0.0404461553825843,-0.0656026045123684
"S-AGC",-0.137244097549223,0.010006760991399,-0.0255192109597666,0.00748144458947876,0.042306193511322,-0.0378441686589138,0.0325457748341953,0.0554624376487852,0.0383450403880299,0.0278023485171985
"S-AGT",0.179564910564343,0.0148639326319904,-0.141395632105726,-0.0540665581413293,-0.071458100421647,-0.0230736668875052,-0.0548153028221958,-0.0312643703519774,0.05733963395977,0.0718514380543002
"S-TCA",0.208057322811718,-0.0597745654840778,-0.0834017432672716,-0.134033006778084,-0.0339261137135753,-0.0540065577927269,-0.0446129749670363,-0.0876463202078408,-0.0164554619753856,0.228890621885392
"S-TCC",-0.000699128170563702,0.147479081603474,0.12120473414023,0.113405307977712,-0.0189739954155852,0.0384204200148907,-0.00790875993913843,-0.108679464662421,-0.120680733639342,-0.231079521025242
"S-TCG",-0.19716293935323,-0.0674591469084199,0.035708756434,0.0317876323527646,0.0288043599895297,0.0634105369204344,0.0333683078597585,0.0803479337049481,0.0530094216243033,-0.0563523087103089
"S-TCT",0.064603712743961,-0.0777218333845714,0.0790715709911987,-0.0120183525055318,0.00575753929138638,0.0274792944199482,-0.000474294614375229,0.0122876949178294,-0.0604510908352788,-0.0593019041775604
"T-ACA",0.453982673147952,-0.122013237845168,-0.0374206311359224,-0.195996256217031,-0.192042475294481,-0.138801213858681,-0.094130482328546,-0.0858855805710494,0.00508225959514212,0.196867481868048
"T-ACC",-0.121486416832978,0.0518935028578331,0.0439220089437538,0.0168991253982907,0.0907713671528262,0.0637320553634189,0.0223927091478991,0.00680453801284072,-0.0318002371867082,-0.160183105418193
"T-ACG",-0.145808366641359,-0.0257520659504914,-0.0225044342870743,0.00579626371986822,-0.0287868025013081,-0.0413905109276759,0.0265345513826594,0.0339159836284136,0.0858979345270686,0.122860722157512
"T-ACT",0.120779572493271,-0.00840921719614529,-0.0555527043369163,0.0834216406650128,-0.0730946636915389,-0.00888552706911655,-0.0370484366350691,-0.0121008153381713,-0.0669465926090253,0.0309121336067481
"V-GTA",0.173191438856733,-0.0203013742853666,-0.0850432531482309,-0.0388330044013392,-0.0344438884754586,-0.0331297565719872,-0.0186341741390512,-0.0208184715075543,0.0238455685917611,0.0917667936112262
"V-GTC",0.187531805386893,0.128863873686148,0.0536143920310373,0.0128418113021357,-0.00821482065966597,-0.0401942461756047,-0.0837987906548888,-0.0842759306690746,-0.0551172034138806,-0.0817586339583949
"V-GTG",-0.359923226805898,-0.116377075557968,-0.0190707349058391,0.0421082961278925,0.00838523796382933,0.0766259283453692,0.0632929982797983,0.079070093843913,0.0412533829408375,0.0333465520541449
"V-GTT",0.176184089628344,0.0608642764294251,0.0302912061493052,-0.0515630240123953,0.0150011043202556,-0.0657316289583624,-0.0152575594114252,-0.0406239326446578,-0.0305086693991312,-0.0406721045204951
"Y-TAC",0.00463451939549475,-0.0807018889463477,-0.0158751219216577,0.0194202579486755,0.0283269727577189,0.0270032034516493,0.041367007374848,-0.0307649753720756,0.0277918548539504,-0.0268198303694209
"Y-TAT",-0.00350965264456899,0.0592343656030095,0.0121498289155312,-0.0148263278579004,-0.0226300622486547,-0.0209039053011436,-0.032478009951287,0.0228971036276372,-0.0215980432009778,0.0193859774288756
